English,Kiswahili,Domain
A legal ruling confirmed IPOA’s exclusive authority to investigate police misconduct and rejected attempts to limit its jurisdiction.,Uamuzi wa kisheria ulithibitisha mamlaka ya kipekee ya IPOA kuchunguza utovu wa nidhamu wa polisi na kukataa majaribio ya kupunguza mamlaka yake.,Security
IEBCKenya urges citizens who are not registered but are eligible to take advantage of this last week to enlist as voters,IEBCKenya inawasihi raia ambao hawajajiandikisha lakini wanastahili kutumia fursa ya wiki hii iliyopita kujiandikisha kama wapiga kura,Governance
"Search warrants are investigative tools, not criminal proceedings. Uphold the law, uphold integrity.","Hati za upekuzi ni zana za uchunguzi, si kesi za jinai. Tetea sheria, tetea uadilifu.",Security
"Recurring Fire Tragedies in Kenya, from Reaction to Prevention","Misiba ya Moto ya Mara kwa Mara nchini Kenya, kutoka kwa Majibu hadi Kinga",Disaster/Health
"Key points to stop Mpox spread: Avoid close contact with individuals showing symptoms. Do not share personal items like towels, utensils, or clothing. Maintain good hygiene by washing hands frequently.","Mambo muhimu ya kuzuia kuenea kwa Mpox: Epuka kugusana kwa karibu na watu wanaoonyesha dalili. Usishiriki vitu vya kibinafsi kama vile taulo, vyombo, au nguo. Dumisha usafi mzuri kwa kunawa mikono mara kwa mara.",Health
An NGO launched a citizen oversight toolkit with training materials and reporting templates to strengthen youth involvement in accountability.,Shirika lisilo la kiserikali lilizindua zana ya usimamizi wa raia yenye vifaa vya mafunzo na vielelezo vya kuripoti ili kuimarisha ushiriki wa vijana katika uwajibikaji.,Security
"Global Prioritisation Exercise (GPE) for humanitarian research and innovation national consultation: Kenya, June 2024","Zoezi la Uwekaji Kipaumbele Ulimwenguni (GPE) kwa mashauriano ya kitaifa ya utafiti wa kibinadamu na uvumbuzi: Kenya, Juni 2024",Disaster/Health
Every school must hold mock elections Nov 28 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ winners get certificates from IEBC!,Kila shule lazima ifanye uchaguzi wa majaribio Novemba 28 â€œ Ã¢â€šÂ¬Ã¢â‚¬Å“ washindi watapata vyeti kutoka IEBC!,Education
Kenya confirms 12 more COVID-19 cases bringing total number to 246. Health CS Mutahi Kagwe says 5 of them are hotel workers.,Kenya yathibitisha visa 12 zaidi vya COVID-19 na kufanya jumla ya idadi kufikia 246. Waziri wa Afya Mutahi Kagwe anasema 5 kati yao ni wafanyakazi wa hoteli.,Health
Early warning prevents losses. Monitor conditions and share forecasts with herders.,Onyo la mapema huzuia hasara. Fuatilia hali na ushiriki utabiri na wafugaji.,Security
"Furthermore, we aspire to foster innovation and digital entrepreneurship in agriculture, convinced that the most innovative solutions will emerge from the.","Zaidi ya hayo, tunatamani kukuza uvumbuzi na ujasiriamali wa kidijitali katika kilimo, tukiamini kwamba suluhisho bunifu zaidi zitatoka.",Agriculture
National Police Service calls upon business owners to cooperate with authorities on to protect citizens.,Huduma ya Polisi ya Kitaifa inatoa wito kwa wamiliki wa biashara kushirikiana na mamlaka ili kuwalinda raia.,Governance
Launch podcast lessons 2021.,Anzisha masomo ya podikasti 2021.,Education
EACC supports local offices to prevent misuse of public funds.,EACC inasaidia ofisi za mitaa kuzuia matumizi mabaya ya fedha za umma.,Education
Rebuild safely! Restore classrooms after floods.,Jenga upya kwa usalama! Rejesha madarasa baada ya mafuriko.,Education
Strategic communication campaigns promote non-violent norms and responsible media coverage of gender-based violence.,Kampeni za mawasiliano ya kimkakati zinakuza kanuni zisizo za vurugu na uandishi wa habari unaowajibika kuhusu vurugu zinazotokana na jinsia kwenye vyombo vya habari.,Security
"The Strategy complements the Disaster Risk Management Strategy 2025–2030, which established a long-term framework for reducing disaster risks and strengthening resilience across Kenya.","Mkakati huu unakamilisha Mkakati wa Kudhibiti Hatari za Maafa 2025–2030, ambao ulianzisha mfumo wa muda mrefu wa kupunguza hatari za maafa na kuimarisha ustahimilivu kote nchini Kenya.",Disaster/Health
Lady Justice Martha Karambu Koome As The C J Of The Republic Of Kenya Report On The Consideration Of The Public Participation Bill No.,Jaji Martha Karambu Koome Kama CJ wa Jamhuri ya Kenya Ripoti Kuhusu Kuzingatiwa kwa Muswada wa Ushiriki wa Umma Na.,Governance
Taita Taveta County: Drought Early Warning Bulletin for August 2024,Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health
Speak up! Report abuse to teachers or call 116.,Zungumza! Ripoti unyanyasaji kwa walimu au piga simu 116.,Education
"Report suspicious activities linked to gangs, terrorism, or violent demonstrations.","Ripoti shughuli zinazotiliwa shaka zinazohusiana na magenge, ugaidi, au maandamano ya vurugu.",Security
US Embassy warned citizens of increased terror threats at tourist sites and advised heightened awareness.,Ubalozi wa Marekani ulionya raia kuhusu kuongezeka kwa vitisho vya ugaidi katika maeneo ya watalii na kushauri uelewa zaidi.,Security
A contextual analysis of Kenya's food system and policy environment,Uchambuzi wa muktadha wa mfumo wa chakula wa Kenya na mazingira ya sera,Disaster/Health
Announcement of AI-based nutrition and wellness advice service tailored for elderly citizens and caregivers.,Tangazo la huduma ya ushauri wa lishe na ustawi inayotegemea akili bandia iliyoundwa kwa ajili ya wazee na walezi.,Health
"Floods Impact and Interventions, 2024, as of 07.05.24","Athari na Afua za Mafuriko, 2024, kufikia tarehe 07.05.24",Disaster/Health
Kenya Annual Country Report 2023 - Country Strategic Plan 2023 - 2027,Ripoti ya Mwaka ya Nchi ya Kenya 2023 - Mpango Mkakati wa Nchi 2023 - 2027,Disaster/Health
"C-PEACE works with refugees, host communities, governments and humanitarian agencies, including UNHCR and UN-Habitat, to co-design inclusive circular livelihood models that contribute to resilience and peacebuilding.","C-PEACE inafanya kazi na wakimbizi, jumuiya zinazowapokea, serikali na mashirika ya misaada ya kibinadamu, ikiwa ni pamoja na UNHCR na UN-Habitat, ili kuunda miundo ya maisha ya duara inayojumuisha ustahimilivu na kujenga amani.",Governance
Coastal communities should recognize tsunami warning signs (receding water) and move to higher ground immediately.,Jamii za pwani zinapaswa kutambua ishara za onyo la tsunami (maji yanapungua) na kuhamia kwenye ardhi ya juu mara moja.,Security
This marked the first recorded occurrence of MVD in the country.,Hili lilikuwa tukio la kwanza kurekodiwa la MVD nchini.,Disaster/Health
Urban gardening allows city dwellers to grow food. Explore techniques like container gardening and vertical growing for goats.,Ulimaji wa bustani mijini huwawezesha wakazi wa mijini kulima chakula. Chunguza mbinu kama vile ulimaji wa vyombo na ulimaji wa mbuzi wima.,Agriculture
Isiolo County: Drought Early Warning Bulletin for September 2022,Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
Expose child labor in plantations; encourage reporting.,Kufichua ajira kwa watoto katika mashamba; kuhimiza kuripoti.,Security
Rift Valley Technical Training Institute leads in competency-based TVET.,Taasisi ya Mafunzo ya Ufundi ya Bonde la Ufa inaongoza katika TVET inayotegemea uwezo.,Education
Marsabit County: Drought Early Warning Bulletin for March 2023,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2023,Disaster/Health
"Battling Drought, Malnutrition and the Desperation for Safe, Clean Water","Kupambana na Ukame, Utapiamlo na Kukata Tamaa kwa Maji Safi na Salama",Disaster/Health
An audit exposed misuse of public funds in police operations and prompted calls for fiscal transparency and procurement reform.,Ukaguzi ulifichua matumizi mabaya ya fedha za umma katika shughuli za polisi na kusababisha wito wa uwazi wa kifedha na mageuzi ya ununuzi.,Security
Misuse of veterinary drugs creates resistance. Buy from licensed sources and follow prescriptions.,Matumizi mabaya ya dawa za mifugo husababisha upinzani. Nunua kutoka kwa vyanzo vilivyoidhinishwa na ufuate maagizo ya daktari.,Security
Samburu County: Drought Early Warning Bulletin for May 2023,Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2023,Disaster/Health
Communities should invest in boreholes and rainwater harvesting to ensure water access during droughts.,Jamii zinapaswa kuwekeza katika visima na uvunaji wa maji ya mvua ili kuhakikisha upatikanaji wa maji wakati wa ukame.,Security
UN calls for accountability after protester deaths.,Umoja wa Mataifa watoa wito wa uwajibikaji baada ya vifo vya waandamanaji.,Security
Advocating for Refugee Incentive Workers: A Qualitative Research Study in Three Refugee Contexts in Africa,Kutetea Wafanyakazi wa Motisha kwa Wakimbizi: Utafiti wa Ubora wa Utafiti katika Mazingira Matatu ya Wakimbizi Barani Afrika.,Disaster/Health
"The Virtual Asset Service Providers Bill, 2025 1 THE VIRTUAL ASSET SERVICE PROVIDERS BILL, 2025 ARRANGEMENT OF CLAUSES Clause PART I─PRELIMINARY 1— Short title. 2— Interpretation. 3— Meaning of “virtual asset service provider”. 4— Objects of the Act. 5— Scope of application.","The Virtual Asset Service Providers Bill, 2025 1 MSWADA WA MSWADA WA WATOA HUDUMA AINA YA MALI, WA 2025 UPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1— Jina fupi. 2 - Tafsiri. 3- Maana ya ""mtoa huduma wa mali halisi"". 4- Malengo ya Sheria. 5- Wigo wa maombi.",Disaster/Health
"Kenya: Climatic shocks drive Extremely Critical acute malnutrition among children and increasing numbers of high acute food insecurity - IPC Acute Food Insecurity and Acute Malnutrition Analysis (January – December 2026), Published on 12 March 2026","Kenya: Misukosuko ya hali ya hewa yasababisha Utapiamlo Muhimu Sana miongoni mwa watoto na kuongezeka kwa idadi ya uhaba mkubwa wa chakula - IPC Ukosefu wa Chakula Mkali na Uchambuzi wa Utapiamlo Mkali (Januari - Desemba 2026), Iliyochapishwa tarehe 12 Machi 2026",Disaster/Health
Do not give your M-PESA PIN to anyone! This is a very common scam.,Usimpe mtu yeyote PIN yako ya M-PESA! Huu ni ulaghai wa kawaida sana.,Security
Rapid Gender Analysis and Protection Assessment of Drought Situation in Marsabit County,Uchambuzi wa Haraka wa Jinsia na Tathmini ya Ulinzi wa Hali ya Ukame katika Kaunti ya Marsabit,Disaster/Health
The government advises stakeholders to submit comments on for effective governance.,Serikali inawashauri wadau kuwasilisha maoni yao kuhusu utawala bora.,Governance
Mandera County: Drought Early Warning Bulletin for January 2023,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2023,Disaster/Health
Safeguard personal data on social media.,Linda data binafsi kwenye mitandao ya kijamii.,Security
"Official launch of a campaign integrating sanitation and nutrition messaging, coordinated via civil society coalitions.","Uzinduzi rasmi wa kampeni inayojumuisha usafi wa mazingira na ujumbe wa lishe, iliyoratibiwa kupitia miungano ya asasi za kiraia.",Health
UN expresses solidarity with Kenya following deadly floods,Umoja wa Mataifa unaonyesha mshikamano wake na Kenya kufuatia mafuriko makubwa,Disaster/Health
Graduation at Machakos University with 2039 graduates.,Kuhitimu katika Chuo Kikuu cha Machakos na wahitimu 2039.,Education
Persistent nausea and vomiting during pregnancy can lead to dehydration and weight loss. Seek medical care.,Kichefuchefu na kutapika mara kwa mara wakati wa ujauzito kunaweza kusababisha upungufu wa maji mwilini na kupunguza uzito. Tafuta huduma ya matibabu.,Health
"Kenya - Floods, update (Ministry of Interior and National Administration, Kenya Met, media) (ECHO Daily Flash of 23 March 2026)","Kenya - Mafuriko, sasisho (Wizara ya Mambo ya Ndani na Utawala wa Kitaifa, Kenya Met, vyombo vya habari) (ECHO Daily Flash ya 23 Machi 2026)",Disaster/Health
"Climate change and education in Turkana, Kenya","Mabadiliko ya hali ya hewa na elimu huko Turkana, Kenya",Disaster/Health
"Rainfall will vary across Kenya, with lower amounts in western regions and the Rift Valley, higher rainfall at the Coast, and minimal rain in eastern and north-eastern areas, while temperatures will remain above average nationwide.","Mvua zitatofautiana kote nchini Kenya, na kiasi cha chini katika mikoa ya magharibi na Bonde la Ufa, mvua nyingi zaidi Pwani, na mvua kidogo katika maeneo ya mashariki na kaskazini-mashariki, huku halijoto ikisalia kuwa juu ya wastani nchini kote.",Disaster/Health
Kitui County: Drought Early Warning Bulletin for June 2022,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2022,Disaster/Health
Advocate for indigenous community land rights; share documentaries.,Kutetea haki za ardhi za jamii ya wenyeji; kushiriki makala za kumbukumbu.,Security
Public announcement of competition to promote local nutritious recipes using fortified or indigenous ingredients.,Tangazo la umma la shindano la kutangaza mapishi yenye virutubisho vya kienyeji kwa kutumia viungo vilivyoongezwa virutubisho au vya asili.,Health
"Stay alert! Schools, monitor for abduction risks.","Kuwa macho! Shule, fuatilia hatari za utekaji nyara.",Education
Kenya : IFRC lance un appel d’urgence de 15 millions de francs suisses alors que les extrêmes climatiques poussent des millions de personnes au bord du gouffre. | IFRC,Kenya : IFRC imepata ufadhili wa milioni 15 wa hali ya hewa na hali ya hewa ambayo ni ya mamilioni ya watu au bord du gouffre. | IFRC,Disaster/Health
"Nationwide, 53 people lost their lives, including 27 fatalities in Nairobi in a single night.","Nchini kote, watu 53 walipoteza maisha, ikiwa ni pamoja na vifo 27 jijini Nairobi katika usiku mmoja.",Disaster/Health
Ministry urges farmers to adopt waterâ€‘harvesting irrigation techniques.,Wizara inawahimiza wakulima kutumia mbinu za umwagiliaji za kuvuna maji.,Agriculture
Official launch of program training villagers including women for home gardens supplying nutrient-dense produce for households and schools.,Uzinduzi rasmi wa programu ya mafunzo kwa wanakijiji wakiwemo wanawake kwa ajili ya bustani za nyumbani zinazotoa mazao yenye virutubisho vingi kwa kaya na shule.,Health
Grow your business! Join agribusiness vocational courses.,Kuza biashara yako! Jiunge na kozi za ufundi za kilimo.,Education
"Support education! Communities, fund school fees.","Saidia elimu! Jamii, fadhili ada za shule.",Education
EACC urges citizens not to elect into office persons facing corruption charges.,EACC inawasihi raia kutowachagua watu wanaokabiliwa na mashtaka ya ufisadi.,Governance
"Taking care of your mental health is as important as your physical health. A healthy mind leads to a happier, healthier life.",Kutunza afya yako ya akili ni muhimu kama vile afya yako ya kimwili. Akili yenye afya inaongoza kwenye maisha yenye furaha na afya njema.,Health
"Interior CS briefed the Senate on national security readiness, highlighting anti-terror efforts and enhanced intelligence coordination.","Waziri wa Mambo ya Ndani aliifahamisha Seneti kuhusu utayari wa usalama wa taifa, akisisitiza juhudi za kupambana na ugaidi na uratibu ulioimarishwa wa kijasusi.",Security
Ministry announcing awareness sessions to address stunting reduction  and new fortification and regulatory measures.,Wizara yatangaza vikao vya uhamasishaji ili kushughulikia upunguzaji wa udumavu na hatua mpya za kuimarisha na kudhibiti.,Health
Turkana County: Drought Early Warning Bulletin for July 2024,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2024,Disaster/Health
4Mi Cities: Data Collection on Urban Mixed Migration – Nairobi City Report (July 2022),Miji ya 4Mi: Ukusanyaji wa Data kuhusu Uhamiaji Mchanganyiko wa Mijini - Ripoti ya Jiji la Nairobi (Julai 2022),Disaster/Health
EACC ORDERS all State entities to stop payment of terminal dues to civil servants resigning from government to evade prosecution for forging academic papers.,EACC INAAGIZA mashirika yote ya Serikali kusitisha malipo ya ada ya mwisho kwa watumishi wa umma wanaojiuzulu kutoka serikalini ili kukwepa mashtaka kwa kughushi hati za masomo.,Governance
Suspected child abuse should be reported immediately to police or through the *116# anonymous helpline.,Unyanyasaji unaoshukiwa kwa watoto unapaswa kuripotiwa mara moja kwa polisi au kupitia simu ya usaidizi ya *116# isiyojulikana.,Security
Security tightened in Lamu following recent attacks and travelers are urged to remain vigilant and avoid certain road routes.,Usalama umeimarishwa Lamu kufuatia mashambulizi ya hivi karibuni na wasafiri wanahimizwa kuwa macho na kuepuka njia fulani za barabarani.,Security
"Kenya Refugee Response Under Strain: Funding Cuts, Differentiated Assistance, and the Rising Social Cohesion Crisis (August 2025)","Mwitikio wa Wakimbizi wa Kenya Chini ya Dhiki: Kupunguzwa kwa Ufadhili, Usaidizi Tofauti, na Kuongezeka kwa Mgogoro wa Uwiano wa Kijamii (Agosti 2025)",Disaster/Health
Kenya – Mobility Tracking and Multi-sectoral Location Assessment in Samburu County Round 1 (February 2023),Kenya - Ufuatiliaji wa Uhamaji na Tathmini ya Mahali ya Sekta mbalimbali katika Kaunti ya Samburu Awamu ya 1 (Februari 2023),Disaster/Health
The Young Girls at the Forefront of Climate Action in Kenya's Pastoralist Community,Wasichana Wadogo Wako Mstari Wa Mbele Katika Hatua Ya Hali Ya Hewa Katika Jumuiya Ya Wafugaji Ya Kenya,Disaster/Health
"Comments are most helpful if they indicate the specific regulation or group of regulations to which they relate, contain a clear rationale , and where applicable provide a suggestion for alternative wording.","Maoni husaidia sana ikiwa yanaonyesha kanuni mahususi au kundi la kanuni ambalo yanahusiana nayo, yana mantiki iliyo wazi , na inapotumika kutoa pendekezo la maneno mbadala.",Disaster/Health
Rural youth are bringing agriculture into the digital age. Meet three young rural people in Asia who've cracked the irrigation code!,Vijana wa vijijini wanaleta kilimo katika enzi ya kidijitali. Kutana na vijana watatu wa vijijini barani Asia ambao wamevunja kanuni za umwagiliaji!,Agriculture
Fake job offers like 'Earn KSh 50k daily from home' are scams.Avoid upfront payments.,Ofa bandia za kazi kama vile 'Pata KSh 50k kila siku kutoka nyumbani' ni ulaghai. Epuka malipo ya awali.,Security
Be cautious of investment apps advertised during football matches on illegal streams. Many are fronts for data theft or financial fraud.,Kuwa mwangalifu na programu za uwekezaji zinazotangazwa wakati wa mechi za mpira wa miguu kwenye matangazo haramu. Nyingi ni njia za wizi wa data au ulaghai wa kifedha.,Security
"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q1 (January - March, 2025)","Kenya | Muhtasari wa Soko wa Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI), Q1 (Januari - Machi, 2025)",Disaster/Health
Teenage mothers are at higher risk of complications. Encourage young girls to stay in school and delay pregnancy.,Akina mama vijana wako katika hatari kubwa ya kupata matatizo. Wahimize wasichana wadogo kuendelea na shule na kuchelewesha ujauzito.,Health
Weekly Bulletin on Outbreaks and other Emergencies: Week 23: 3 - 9 June 2024 (Data as reported by: 17:00; 9 June 2024),Taarifa ya Kila Wiki kuhusu Milipuko na Dharura Nyingine: Wiki 23: 3 - 9 Juni 2024 (Data kama ilivyoripotiwa na: 17:00; 9 Juni 2024),Disaster/Health
Laikipia County: Drought Early Warning Bulletin for December 2023,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame la Desemba 2023,Disaster/Health
Protection de l'environnement par les femmes dans le nord du Kenya,Protection de l'environnement par les femmes dans le nord du Kenya,Disaster/Health
Kwale County: Drought Early Warning Bulletin for April 2023,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2023,Disaster/Health
Weekly Bulletin on Outbreaks and other Emergencies: Week 22: 27 May - 2 June 2024 (Data as reported by: 17:00; 2 June 2024),Taarifa ya Kila Wiki kuhusu Milipuko na Dharura Nyingine: Wiki 22: 27 Mei - 2 Juni 2024 (Data kama ilivyoripotiwa na: 17:00; 2 Juni 2024),Disaster/Health
Turkana County: Drought Early Warning Bulletin for June 2023,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2023,Disaster/Health
"2,169 people test positive for COVID-19 from 9,428 samples, positivity rate at 23pc; MoH says no death recorded","Watu 2,169 wamepatikana na virusi vya COVID-19 kutoka kwa sampuli 9,428, kiwango cha walioambukizwa kikiwa asilimia 23; Wizara ya Afya yasema hakuna kifo kilichorekodiwa",Health
"By analyzing access to essential services, livelihoods and social cohesion, the SMI identifies gaps in recovery efforts and informs targeted interventions.","Kwa kuchanganua ufikiaji wa huduma muhimu, riziki na uwiano wa kijamii, SMI inatambua mapungufu katika juhudi za kurejesha na kuarifu afua zinazolengwa.",Disaster/Health
Intimate partner violence often escalates gradually. Early recognition and training for frontline professionals support prevention and safe referrals.,Vurugu za wapenzi wa karibu mara nyingi huongezeka polepole. Utambuzi wa mapema na mafunzo kwa wataalamu wa mstari wa mbele husaidia kuzuia na rufaa salama.,Security
"Swollen feet, thin limbs, or constant fatigue in a child may be signs of malnutrition. Seek help immediately.","Miguu iliyovimba, miguu myembamba, au uchovu wa kila mara kwa mtoto inaweza kuwa dalili za utapiamlo. Tafuta msaada mara moja.",Health
Travelers should exercise high caution due to terror and unrest risks.,Wasafiri wanapaswa kuwa waangalifu sana kutokana na hatari za ugaidi na machafuko.,Security
Hilly areas like Murang'a are prone to landslides. Avoid building on steep slopes and heed evacuation warnings during heavy rains.,Maeneo yenye vilima kama Murang'a yanakabiliwa na maporomoko ya ardhi. Epuka kujenga kwenye miteremko mikali na zingatia maonyo ya uokoaji wakati wa mvua kubwa.,Security
Anticipatory action to mitigate drought-induced crises: Learning from Kenya and Somalia,Hatua ya kutarajia kupunguza majanga yanayosababishwa na ukame: Kujifunza kutoka Kenya na Somalia,Disaster/Health
Modernize learning! Install smart boards in classrooms.,Boresha ujifunzaji! Sakinisha mbao mahiri darasani.,Education
Turkana County: Drought Early Warning Bulletin for September 2022,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
"Kenya - Floods, update (UN OCHA, Reliefweb, Kenya Meteorological Department, media) (ECHO Daily Flash of 12 April 2024)","Kenya - Mafuriko, sasisho (UN OCHA, Reliefweb, Idara ya Hali ya Hewa ya Kenya, vyombo vya habari) (ECHO Daily Flash ya 12 Aprili 2024)",Disaster/Health
Kenya: IPC Acute Food Insecurity and Acute Malnutrition Analysis (February - June 2024) Published on 26 March 2024,Kenya: IPC Ukosefu wa Chakula Mkali na Uchanganuzi Mkali wa Utapiamlo (Februari - Juni 2024) Limechapishwa tarehe 26 Machi 2024,Disaster/Health
Encrypt sensitive files before sharing them online.,Simba faili nyeti kabla ya kuzishiriki mtandaoni.,Security
Samburu County: Drought Early Warning Bulletin for December 2022,Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Desemba 2022,Disaster/Health
"The refugee-hosting areas, such as Dadaab refugee camp in Garissa County, Kakuma refugee camp and Kalobeyei Integrated Settlement in Turkana County, where humanitarian conditions continue to evolve amid funding constraints and policy transitions.","Maeneo yanayohifadhi wakimbizi, kama vile kambi ya wakimbizi ya Dadaab katika Kaunti ya Garissa, kambi ya wakimbizi ya Kakuma na Makazi Jumuishi ya Kalobeyei katika Kaunti ya Turkana, ambapo hali ya kibinadamu inaendelea kubadilika huku kukiwa na vikwazo vya ufadhili na mabadiliko ya sera.",Governance
Kenya: El Nino Flash Floods Rapid Needs Assessment - November 2023,Kenya: Tathmini ya Mahitaji ya Haraka ya El Nino - Novemba 2023,Disaster/Health
IEBCKenya urges our donors to continue supporting the Commission to implement activities in the 2023-2027 electoral cycle,IEBCKenya inawasihi wafadhili wetu kuendelea kuiunga mkono Tume kutekeleza shughuli katika mzunguko wa uchaguzi wa 2023-2027.,Governance
Educate students! Teach fire safety in schools.,Elimisha wanafunzi! Fundisha usalama wa moto shuleni.,Education
Kenya Drought Response Dashboard (November 2022),Dashibodi ya Kukabiliana na Ukame Kenya (Novemba 2022),Disaster/Health
Kitui County: Drought Early Warning Bulletin for November 2023,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Novemba 2023,Disaster/Health
"Between 2021 and 2025, more than 100 000 AMR surveillance records were collected, with 9039 records submitted to GLASS in 2025.","Kati ya 2021 na 2025, zaidi ya rekodi 100,000 za uchunguzi wa AMR zilikusanywa, na rekodi 9039 ziliwasilishwa kwa GLASS mnamo 2025.",Disaster/Health
The Association for Microfinance Institutions in Kenya and Habitat for Humanity International partner to unlock affordable housing finance solutions in Kenya,Chama cha Taasisi Ndogo za Fedha nchini Kenya na Habitat for Humanity International hushirikiana kufungua masuluhisho ya ufadhili wa nyumba nafuu nchini Kenya.,Disaster/Health
"Ensure safety! Schools, address unrest causes promptly.","Hakikisha usalama! Shule, shughulikia sababu za machafuko haraka.",Education
Kilifi County: Drought Early Warning Bulletin for April 2024,Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2024,Disaster/Health
Kenya Crisis Response Plan 2024,Mpango wa Kukabiliana na Mgogoro wa Kenya 2024,Disaster/Health
Kenya promotes deworming and vaccination to control parasites in goats and sheep.,Kenya inakuza utoaji wa dawa za minyoo na chanjo ili kudhibiti vimelea vya mbuzi na kondoo.,Agriculture
Teachers: Submit list of unregistered Form 3 & 4 students to IEBC by Friday!,Walimu: Wasilisha orodha ya wanafunzi wa kidato cha 3 na 4 ambao hawajasajiliwa kwa IEBC ifikapo Ijumaa!,Education
"NPS published its official Community Policing Information Booklet to clarify roles, expectations and citizen engagement frameworks","NPS ilichapisha Kijitabu chake rasmi cha Taarifa za Polisi Jamii ili kufafanua majukumu, matarajio na mifumo ya ushirikishwaji wa raia",Security
County Functions Transfer: National government to transfer remaining functions Pres. Ruto says funds will be allocated in 2025/26 FY Devolved assets to be transferred by June 2025 Pres. Ruto urges harmonious intergovernmental relations,Uhamisho wa Kazi za Kaunti: Serikali ya kitaifa kuhamisha kazi zilizobaki Rais Ruto asema fedha zitatengwa katika mwaka wa fedha wa 2025/26 Mali zilizogatuliwa zitahamishwa ifikapo Juni 2025 Rais Ruto ahimiza uhusiano mzuri kati ya serikali,Governance
Meru (Meru-North) County: Drought Early Warning Bulletin for May 2023,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame ya Mei 2023,Disaster/Health
"As part of the ongoing government initiative to encourage residents to surrender illegally held firearms, the Sub-County Security Team in Tiaty Central, Baringo County, today, 5th November 2025, received two AK-47 rifles and five rounds of ammunition.","Kama sehemu ya mpango unaoendelea wa serikali wa kuwahimiza wakazi kusalimisha bunduki walizokuwa nazo kinyume cha sheria, Timu ya Usalama ya Kaunti Ndogo huko Tiaty Central, Kaunti ya Baringo, leo, tarehe 5 Novemba 2025, ilipokea bunduki mbili aina ya AK-47 na risasi tano.",Governance
Stick to the national immunization schedule to protect children from deadly diseases.,Zingatia ratiba ya kitaifa ya chanjo ili kuwalinda watoto dhidi ya magonjwa hatari.,Health
Kenyans are warned to avoid online forex traders promising guaranteed profits. CBK does not license individuals to offer such services.,Wakenya wanaonywa kuepuka wafanyabiashara wa fedha za kigeni mtandaoni wanaowaahidi faida iliyohakikishwa. CBK haiwape watu leseni ya kutoa huduma kama hizo.,Security
Pilot providing mobile seed kits and training to women's groups to grow nutritious food in informal settlements.,Pilot akitoa vifaa vya mbegu vinavyohamishika na mafunzo kwa vikundi vya wanawake ili kukuza chakula chenye lishe katika makazi yasiyo rasmi.,Health
Public warning: There are no County Government jobs offered via agents in town. Anyone asking for a facilitation fee is running a scam.,Onyo la Umma: Hakuna kazi za Serikali ya Kaunti zinazotolewa kupitia mawakala mjini. Mtu yeyote anayeomba ada ya uwezeshaji anaendesha ulaghai.,Security
Songs submitted via Instagram,Nyimbo zilizowasilishwa kupitia Instagram,Education
The capital city had just experienced over 534mm of rainfall.,Mji mkuu ulikuwa umepitia mvua ya zaidi ya 534mm.,Disaster/Health
"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q3 2025 (July - September 2025)","Kenya | Muhtasari wa Soko wa Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI), Q3 2025 (Julai - Septemba 2025)",Disaster/Health
Correctional facilities must prevent sexual violence and respond effectively to any incidents.,Vituo vya kurekebisha tabia lazima vizuie unyanyasaji wa kijinsia na vishughulikie kwa ufanisi matukio yoyote.,Security
Correct details on CBA portal to avoid issues.,Sahihisha maelezo kwenye lango la CBA ili kuepuka masuala.,Education
Midline findings for the Kenya Cash Consortium response to drought in Arid and Semi-Arid Lands (ASAL) counties of Kenya (June 2022),Matokeo ya katikati ya Mwitikio wa Kenya Cash Consortium kwa ukame katika Kaunti za Ardhi Kame na Nusu Kame (ASAL) za Kenya (Juni 2022),Disaster/Health
