English,Kiswahili,Domain
"Success will hinge on lowering barriers to work and mobility, crowding in private investment, and strengthening local ecosystems while maintaining targeted, shock‑responsive support to protect the most vulnerable during the transition.","Mafanikio yatategemea kupunguza vizuizi vya kufanya kazi na uhamaji, msongamano katika uwekezaji wa kibinafsi, na kuimarisha mifumo ikolojia ya ndani huku tukidumisha usaidizi unaolengwa, unaoitikia mshtuko ili kulinda walio hatarini zaidi wakati wa mpito.",Disaster/Health
"If the Shirika Plan can translate integration into real economic opportunity, Kenya can chart a shared development pathway in which refugees and host communities both thrive.","Ikiwa Mpango wa Shirika unaweza kutafsiri ushirikiano katika fursa halisi ya kiuchumi, Kenya inaweza kupanga njia ya pamoja ya maendeleo ambapo wakimbizi na jamii zinazowahifadhi zitastawi.",Disaster/Health
"Without that pivot, vulnerability will persist, even in more integrated settlements.","Bila mhimili huo, uwezekano wa kuathirika utaendelea, hata katika makazi yaliyounganishwa zaidi.",Disaster/Health
"KAP-FD is implemented by the World Bank, UNHCR, and Center for Effective Global Action (CEGA).","KAP-FD inatekelezwa na Benki ya Dunia, UNHCR, na Kituo cha Utekelezaji Ufanisi wa Kimataifa (CEGA).",Disaster/Health
"It is supported by the PROSPECTS Partnership, which brings together the World Bank, IFC, ILO, UNHCR, and UNICEF, funded by the Kingdom of the Netherlands and administered at the World Bank through the Multi Donor Trust Fund for Forced Displacement.","Inaungwa mkono na Ushirikiano wa PROSPECTS, unaoleta pamoja Benki ya Dunia, IFC, ILO, UNHCR, na UNICEF, unaofadhiliwa na Ufalme wa Uholanzi na kusimamiwa katika Benki ya Dunia kupitia Multi Donor Trust Fund for Forced Displacement.",Disaster/Health
"While populations in continental regions are predominantly exposed to seasonal cumulative excess heat, many populations in tropical and subtropical climates are chronically exposed to high temperatures and high humidity.","Ingawa idadi ya watu katika maeneo ya bara huathiriwa zaidi na joto la ziada la msimu, idadi kubwa ya watu katika hali ya hewa ya kitropiki na ya tropiki huwa katika hali ya joto ya juu na unyevu mwingi.",Disaster/Health
"As climate change driving up global temperatures, chronic heat will become increasingly unbearable for already exposed populations and regions, while also posing a growing threat to those that have historically been less affected.","Mabadiliko ya hali ya hewa yanapozidisha viwango vya joto duniani, joto sugu litazidi kuwa lisilostahimilika kwa wakazi na maeneo ambayo tayari yameathiriwa, huku pia yakiwa ni tishio linaloongezeka kwa yale ambayo yameathiriwa kidogo kihistoria.",Disaster/Health
"Unlike acute heatwaves, chronic heat refers to sustained periods of elevated temperatures that can silently undermine health and wellbeing of populations and ecosystem as well as critical sectors such as transport, energy, agriculture and infrastructure.","Tofauti na mawimbi ya joto kali, joto sugu hurejelea vipindi endelevu vya viwango vya juu vya joto ambavyo vinaweza kudhoofisha afya na ustawi wa watu na mfumo ikolojia kimya kimya na sekta muhimu kama vile usafiri, nishati, kilimo na miundombinu.",Health
"An additional challenge is when it’s hot, but not hot enough to trigger extreme heat warnings.","Changamoto ya ziada ni wakati wa joto, lakini sio moto wa kutosha kusababisha maonyo ya joto kali.",Disaster/Health
"In Adelaide, Australia for example, long, low-intensity heatwaves throughout the summer of 2024-25 were not enough to reach a threshold that triggered protective action.","Huko Adelaide, Australia kwa mfano, mawimbi ya joto ya muda mrefu, yenye kiwango cha chini katika msimu wa joto wa 2024-25 hayakutosha kufikia kizingiti ambacho kilisababisha hatua ya ulinzi.",Education
"Nonetheless, it was hot enough to exhaust people mentally and physically, especially people that are highly exposed because they are outdoor workers, live in inadequate housing, don’t have access to cooling, or can’t afford to run it.","Hata hivyo, kulikuwa na joto la kutosha kuwachosha watu kiakili na kimwili, hasa watu walio wazi sana kwa sababu wao ni wafanyakazi wa nje, wanaishi katika nyumba zisizofaa, hawana uwezo wa kupoeza, au hawawezi kumudu kuendesha.",Disaster/Health
"A growing urban heat crisis is placing residents of informal settlements at particular risk in countries such as Kenya, the United Republic of Tanzania and Zimbabwe.","Mgogoro unaoongezeka wa joto mijini unawaweka wakazi wa makazi yasiyo rasmi katika hatari fulani katika nchi kama vile Kenya, Jamhuri ya Muungano wa Tanzania na Zimbabwe.",Disaster/Health
"Although the vulnerability of cities includingNairobi, Dar es Salaam and Karibais increasingly recognised, major gaps in data coverage continue to mask the extent of exposure to extreme heat and humidity inside informal housing.","Ingawa udhaifu wa miji ikiwa ni pamoja na Nairobi, Dar es Salaam na Karibais unazidi kutambuliwa, mapungufu makubwa katika uwekaji data yanaendelea kuficha kiwango cha mfiduo wa joto kali na unyevunyevu ndani ya nyumba zisizo rasmi.",Disaster/Health
"Research in settlements such as Mathare in Nairobi and Kombo in Dar es Salaam shows that indoor temperatures are often higher than outdoor conditions, leading to chronic heat stress.","Utafiti katika makazi kama vile Mathare huko Nairobi na Kombo jijini Dar es Salaam unaonyesha kuwa halijoto ya ndani ya nyumba mara nyingi ni ya juu kuliko hali ya nje, na kusababisha msongo wa joto sugu.",Disaster/Health
"Nearly three-quarters of residents report experiencing heat-related health problems, including heat exhaustion, dehydration and skin conditions.","Takriban robo tatu ya wakazi wanaripoti kukumbana na matatizo ya kiafya yanayohusiana na joto, ikiwa ni pamoja na uchovu wa joto, upungufu wa maji mwilini na hali ya ngozi.",Health
"Infants, older persons, and people living with chronic illnesses or disabilities face heightened risks, compounded by limited access to affordable clean water.","Watoto wachanga, wazee, na watu wanaoishi na magonjwa sugu au ulemavu wanakabiliwa na hatari kubwa, ikichangiwa na upatikanaji mdogo wa maji safi kwa bei nafuu.",Health
"Studies also highlight the difficult choices households make to cope with extreme heat, with some families spending around one-sixth of their income on recurring cooling and water-related costs.","Tafiti pia zinaangazia chaguo ngumu ambazo kaya hufanya ili kukabiliana na joto kali, huku baadhi ya familia zikitumia karibu moja ya sita ya mapato yao kwa gharama za kupozea mara kwa mara na zinazohusiana na maji.",Disaster/Health
"Many households rely on basic measures such as fans, drinking more water and wearing lighter clothing.","Kaya nyingi hutegemea hatua za kimsingi kama vile feni, kunywa maji zaidi na kuvaa nguo nyepesi.",Disaster/Health
"Awareness of heat risks and potential adaptation measures appears low, while financial constraints, lack of technical skills and insecure land tenure discourage investments to make homes safer and more resilient to rising temperatures.","Uelewa wa hatari za joto na hatua zinazowezekana za kukabiliana na hali hiyo unaonekana kuwa mdogo, ilhali vikwazo vya kifedha, ukosefu wa ujuzi wa kiufundi na umiliki wa ardhi usio salama hukatisha tamaa uwekezaji ili kufanya nyumba kuwa salama na kustahimili joto linaloongezeka.",Disaster/Health
"Southeast Asia and other tropical regions face a distinct heat challenge driven by the combination of high temperatures, high humidity and prolonged exposure.","Asia ya Kusini-mashariki na maeneo mengine ya kitropiki yanakabiliwa na changamoto tofauti ya joto inayotokana na mchanganyiko wa halijoto ya juu, unyevunyevu mwingi na mkato wa muda mrefu.",Disaster/Health
"In many tropical areas, extreme heat conditions persist for at leastthree months each year(maximum daily heat index greater than 32.2°C/90°F), even though they experience relatively few heatwaves as traditionally defined.","Katika maeneo mengi ya tropiki, hali ya joto kali huendelea kwa angalau miezi mitatu kila mwaka (kiwango cha juu cha joto cha kila siku zaidi ya 32.2 ° C/90 ° F), ingawa hupata mawimbi machache ya joto kama inavyofafanuliwa jadi.",Disaster/Health
"This highlights an important distinction between short-term heatwave events and chronic heat, characterised by sustained periods of elevated temperatures and humidity.","Hii inaangazia tofauti muhimu kati ya matukio ya wimbi la joto la muda mfupi na joto sugu, linaloangaziwa na vipindi endelevu vya viwango vya juu vya joto na unyevu.",Disaster/Health
"The impacts of chronic heat are far-reaching and cumulative, affecting health, daily activities, livelihoods and productivity.","Madhara ya joto sugu ni makubwa na yanaongezeka, yanayoathiri afya, shughuli za kila siku, maisha na tija.",Health
"Long-term exposure can lead to persistent heat stress and exhaustion, worsen cardiovascular and respiratory conditions, increase mental health challenges and contribute to the development of chronic kidney disease.","Mfiduo wa muda mrefu unaweza kusababisha mfadhaiko wa joto na uchovu unaoendelea, hali mbaya ya moyo na mishipa na kupumua, kuongeza changamoto za afya ya akili na kuchangia ukuaji wa ugonjwa sugu wa figo.",Health
"The burdenfalls disproportionately on vulnerable groups, particularly people living in poor-quality housing, low-income households, individuals with pre-existing health conditions and workers exposed to extreme temperatures.","The burdenfalls disproportionately on vulnerable groups, particularly people living in poor-quality housing, low-income households, individuals with pre-existing health conditions and workers exposed to extreme temperatures.",Health
"As these vulnerabilities often overlap, reducing the impacts of chronic heat requires long-term, systemic approaches rather than short-term emergency measures alone.","Kwa vile udhaifu huu mara nyingi hupishana, kupunguza athari za joto sugu kunahitaji mbinu za muda mrefu, za kimfumo badala ya hatua za dharura za muda mfupi pekee.",Disaster/Health
Tackling the underlying drivers of vulnerability and supporting livelihoods can help communities strengthen their resilience and improve the effectiveness of heat adaptation and management efforts.,Kukabiliana na vichochezi vya msingi vya kuathirika na kutegemeza riziki kunaweza kusaidia jamii kuimarisha uthabiti wao na kuboresha ufanisi wa kukabiliana na joto na juhudi za usimamizi.,Disaster/Health
"Building resilience to extreme heat requires a holistic approach that recognises the complex interactions between people, ecosystems, infrastructure, the built environment and the economy.","Kujenga uwezo wa kustahimili joto kali kunahitaji mbinu kamilifu inayotambua mwingiliano changamano kati ya watu, mifumo ikolojia, miundombinu, mazingira yaliyojengwa na uchumi.",Disaster/Health
"Although heat-related impacts may initially affect individual sectors, risks are amplified by the interdependence of critical systems and the potential forcompoundingandcascadingeffects.","Ingawa athari zinazohusiana na joto zinaweza kuathiri sekta binafsi hapo awali, hatari huzidishwa na kutegemeana kwa mifumo muhimu na uwezekano wa kuzidisha na athari mbaya.",Disaster/Health
"Extreme temperatures can damage roads and rail networks, disrupting transport and supply chains.","Halijoto kali inaweza kuharibu barabara na mitandao ya reli, na kuvuruga minyororo ya uchukuzi na ugavi.",Disaster/Health
"Heat also places increasing strain on energy systems by affecting transmission infrastructure and cooling capacity at the same time that electricity demand rises, increasing the risk of power outages.","Joto pia huweka mkazo unaoongezeka kwenye mifumo ya nishati kwa kuathiri miundombinu ya usambazaji na uwezo wa kupoeza wakati huo huo mahitaji ya umeme yanaongezeka, na kuongeza hatari ya kukatika kwa umeme.",Disaster/Health
"Even when failures are not sudden or catastrophic, prolonged heat can gradually weaken thereliability, efficiency and resilienceof essential services.","Hata kama kushindwa si kwa ghafla au janga, joto la muda mrefu linaweza kudhoofisha utegemezi, ufanisi na uthabiti wa huduma muhimu hatua kwa hatua.",Disaster/Health
"The consequences of these disruptions are often felt most acutely by vulnerable populations, while the broader economic and social costs continue to mount.","Matokeo ya usumbufu huu mara nyingi huhisiwa zaidi na watu walio katika mazingira magumu, wakati gharama kubwa za kiuchumi na kijamii zinaendelea kuongezeka.",Disaster/Health
"If adaptation measures are not accelerated, losses linked to health impacts, declining labour productivity and rising cooling demands are expected to increase significantly in the coming decades.","If adaptation measures are not accelerated, losses linked to health impacts, declining labour productivity and rising cooling demands are expected to increase significantly in the coming decades.",Health
Chronic heat's cumulative and sustained effects contribute to a significant total burden on health and society.,Madhara sugu na ya kudumu ya joto huchangia mzigo mkubwa kwa afya na jamii.,Health
"Chronic heat differs from acute heat primarily in timescale and the response requirements: chronic heat requires sustained, long-term planning, while acute heat also demands immediate action.","Joto sugu hutofautiana na joto kali hasa katika kipimo cha nyakati na mahitaji ya kukabiliana: joto sugu linahitaji upangaji endelevu, wa muda mrefu, wakati joto kali pia hudai hatua ya haraka.",Disaster/Health
"Effective management encompasses climate-resilient cities, sustainable farming, better water systems, and stronger regional cooperation to support communities in hotter conditions.","Usimamizi unaofaa unajumuisha miji inayostahimili hali ya hewa, kilimo endelevu, mifumo bora ya maji, na ushirikiano thabiti wa kikanda ili kusaidia jamii zilizo katika hali ya joto zaidi.",Disaster/Health
"Despite notable progress infacility deliveries and skilled birth attendance, maternal mortality (355 per100,000), neonatal mortality (21 per1,000), and stillbirth rates (15 per1,000) remain stubbornly above national and global targets.","Licha ya maendeleo makubwa ya uzazi na mahudhurio yenye ujuzi, vifo vya uzazi (355 kwa 100,000), vifo vya watoto wachanga (21 kwa kila 1,000), na viwango vya uzazi (15 kwa kila 1,000) vinasalia kwa ukaidi juu ya malengo ya kitaifa na kimataifa.",Health
"These deaths are largely driven by postpartum haemorrhage (PPH), hypertensive disorders, prematurity, intrapartum asphyxia, and sepsis—conditions that are largely preventable with timely, high-quality care.","Vifo hivi huchangiwa kwa kiasi kikubwa na kuvuja damu baada ya kuzaa (PPH), matatizo ya shinikizo la damu, kuzaliwa kabla ya wakati, kukosa hewa ya ndani ya uzazi, na sepsis—hali ambazo zinaweza kuzuilika kwa wakati unaofaa na kwa uangalizi wa hali ya juu.",Disaster/Health
"This Acceleration Plan focuses on women and newborns who already reach health facilities, where the potential for rapid and measurable impact is greatest.","Mpango huu wa Kuongeza Kasi unalenga wanawake na watoto wachanga ambao tayari wanafika kwenye vituo vya afya, ambapo uwezekano wa athari za haraka na zinazoweza kupimika ni kubwa zaidi.",Health
"It is grounded in WHO normative guidance, Kenya’s EWENE scorecard priorities, and recent performance reviews, and identifies quick wins and catalytic reforms to close the most urgent gaps in quality, readiness, and equity of care.","Imejikita katika mwongozo wa kawaida wa WHO, vipaumbele vya kadi ya alama ya EWENE ya Kenya, na hakiki za hivi majuzi za utendakazi, na kubainisha ushindi wa haraka na mageuzi ya kichocheo ili kuziba mapengo ya haraka zaidi katika ubora, utayari na usawa wa huduma.",Disaster/Health
"Enablers for success include strong political leadership, targeted investments in high- burden counties,integration of digital health solutions, gender- responsive programming, and sustained community engagement.","Viwezeshaji vya mafanikio ni pamoja na uongozi dhabiti wa kisiasa, uwekezaji unaolengwa katika kaunti zenye mzigo mkubwa, muunganisho wa suluhu za afya za kidijitali, programu zinazozingatia jinsia, na ushirikiano endelevu wa jamii.",Health
Kenya has five years to meet its Sustainable Development Goals (SDGs) and Kenya Health Policy targets for maternal and newborn health.,Kenya ina miaka mitano kufikia Malengo yake ya Maendeleo Endelevu (SDGs) na shabaha za Sera ya Afya ya Kenya kwa afya ya uzazi na watoto wachanga.,Health
"This Acceleration Plan serves asboth atechnical blueprint and adelivery contract, anchored in WHO guidance,EWENE scorecard priorities, and Kenya’s healthpolicy framework.","Mpango huu wa Kuongeza Kasi unatumika kama mwongozo wa kiufundi na mkataba wa uwasilishaji, unaozingatia mwongozo wa WHO, vipaumbele vya kadi za alama za EWENE, na mfumo wa sera ya afya ya Kenya.",Health
"With political will,social accountability, and disciplined execution, it can save thousands of mothers and newborns each year, securing a healthier futurefor the next generation.","Kwa utashi wa kisiasa, uwajibikaji wa kijamii, na utekelezaji wa nidhamu, inaweza kuokoa maelfu ya akina mama na watoto wachanga kila mwaka, kupata maisha bora ya baadaye kwa kizazi kijacho.",Health
"A Self-Help Group can be defined as a peer-led, culturally accepted mechanism to build financial independence, resilience, and mutual support.","Kundi la Kujisaidia linaweza kufafanuliwa kama utaratibu unaoongozwa na rika, unaokubalika kitamaduni ili kujenga uhuru wa kifedha, uthabiti na usaidizi wa pande zote.",Disaster/Health
"Members pool savings to provide micro-loans, share skills and provide mutual social support, providing a vital vehicle for financial inclusion and poverty reduction in many communities.","Wanachama hukusanya akiba ili kutoa mikopo midogo midogo, ujuzi wa kubadilishana na kutoa usaidizi wa kijamii, kutoa chombo muhimu cha ushirikishwaji wa kifedha na kupunguza umaskini katika jamii nyingi.",Disaster/Health
"Despite their efforts, the group members had struggled to make meaningful progress, particularly because they lacked clear rules for managing savings and loans.","Licha ya juhudi zao, wanakikundi walitatizika kupata maendeleo ya maana, hasa kwa sababu hawakuwa na sheria wazi za kusimamia akiba na mikopo.",Disaster/Health
"Thus, when members defaulted on a loan, there were no avenues for recovery or for holding them accountable, and so their money was as good as lost.","Hivyo, wanachama walipokosa mkopo, hakukuwa na njia za kurejesha au kuwawajibisha, na hivyo fedha zao zilikuwa zimepotea.",Disaster/Health
"Recha*, a group member, shared that since Acted started supporting their association in 2025, the situation is turning around.","Recha*, mwanakikundi, alishiriki kwamba tangu Acted ianze kuunga mkono chama chao mwaka 2025, hali inabadilika.",Disaster/Health
"Their group’s progress is stirring interest from other community members, inspiring them to learn from the Kariamakeris Women’s group.","Maendeleo ya kikundi chao yanachochea shauku kutoka kwa wanajamii wengine, na kuwatia moyo kujifunza kutoka kwa kikundi cha Wanawake cha Kariamakeris.",Disaster/Health
"Across many Kenyan communities, and within Africa at large, women hold the primary responsibility for managing essential family needs such as water, food, fuel and healthcare.","Katika jamii nyingi za Kenya, na ndani ya Afrika kwa ujumla, wanawake wana jukumu la msingi la kusimamia mahitaji muhimu ya familia kama vile maji, chakula, mafuta na huduma za afya.",Health
"Despite this responsibility, they frequently have less control and more insecure access to resources; influenced by various interconnected cultural, ecological, economic, political and gendered aspects.","Licha ya jukumu hili, mara nyingi wana udhibiti mdogo na ufikiaji usio salama wa rasilimali; kuathiriwa na nyanja mbalimbali zilizounganishwa za kitamaduni, ikolojia, kiuchumi, kisiasa na kijinsia.",Disaster/Health
The Kenyan government shows commitment to promote the effective participation of women across all sectors.,Serikali ya Kenya inaonyesha kujitolea kukuza ushiriki wa wanawake katika sekta zote.,Governance
"However, women, especially from historically marginalised counties like Turkana and West Pokot, have a shared reality of retrogressive customs, widespread resource scarcity, gender-based violence, among other issues that have denied them social, economic, educational, and leadership opportunities.","Hata hivyo, wanawake, hasa kutoka kaunti zilizotengwa kihistoria kama vile Turkana na Pokot Magharibi, wana uhalisia wa pamoja wa mila zilizorudi nyuma, uhaba mkubwa wa rasilimali, unyanyasaji wa kijinsia, miongoni mwa masuala mengine ambayo yamewanyima fursa za kijamii, kiuchumi, kielimu na uongozi.",Security
"Aiming to contribute to the creation of opportunities for women in Kenya, and women in similar contexts in Morocco and Cote d’Ivoire, Acted, with the support of The Coca-Cola Foundation (TCCF), launched the SHE-GROW Africa Project.","Ikilenga kuchangia katika uundaji wa fursa kwa wanawake nchini Kenya, na wanawake katika mazingira sawa nchini Morocco na Cote d'Ivoire, Acted, kwa usaidizi wa Wakfu wa Coca-Cola (TCCF), ilizindua Mradi wa SHE-GROW Afrika.",Disaster/Health
"SHE-GROW (a contraction of “Sustainable Holistic Empowerment: Growing Economic Resilience Opportunities for Women in Rural Africa”) is an 18-month initiative aimed at strengthening the economic resilience of women and their communities in Kenya, Côte d’Ivoire and Morocco.","SHE-GROW (ufupisho wa “Uwezeshaji Endelevu wa Kijumla: Kukua Fursa za Kustahimili Kiuchumi kwa Wanawake katika Afrika Vijijini”) ni mpango wa miezi 18 unaolenga kuimarisha uthabiti wa kiuchumi wa wanawake na jumuiya zao nchini Kenya, Côte d’Ivoire na Morocco.",Disaster/Health
"Eighteen communities across the 3 countries, selected for their vulnerability to climate change and limited access to economic opportunities, are targeted.","Jumuiya kumi na nane katika nchi 3, zilizochaguliwa kwa uwezekano wao wa kuathiriwa na mabadiliko ya hali ya hewa na ufikiaji mdogo wa fursa za kiuchumi, zinalengwa.",Disaster/Health
"The project is aimed at ensuring 600+ women: have enhanced leadership, financial management and business skills; can develop and launch climate-resilient entrepreneurial initiatives in selected, sustainable value chains; and, are connected with markets and financial support to scale and sustain their enterprises.","Mradi unalenga kuhakikisha wanawake 600+: wameimarishwa uongozi, usimamizi wa fedha na ujuzi wa biashara; inaweza kuendeleza na kuzindua mipango ya ujasiriamali inayostahimili hali ya hewa katika minyororo iliyochaguliwa na endelevu ya thamani; na, zimeunganishwa na masoko na usaidizi wa kifedha ili kuongeza na kuendeleza biashara zao.",Disaster/Health
"In Kenya, the project is implemented within 9 communities in West Pokot and Turkana Counties, building on the progress created with women’s groups supported under an earlier agriculture and livelihoods project, THRIVE.","Nchini Kenya, mradi huu unatekelezwa ndani ya jamii 9 katika Kaunti za Pokot Magharibi na Turkana, kwa kuzingatia maendeleo yaliyoundwa na vikundi vya wanawake vilivyoungwa mkono chini ya mradi wa awali wa kilimo na maisha, THRIVE.",Disaster/Health
"Drylands Learning and Capacity-Building Initiative (DLCI) is Acted’s national partner in this action, bringing on-board its extensive knowledge and experience of dryland communities and gender dynamics of the region.","Mpango wa Kujifunza na Kujenga Uwezo wa Drylands (DLCI) ni mshirika wa kitaifa wa Kaimu katika hatua hii, na kuleta ujuzi na uzoefu wake wa kina wa jumuiya za nchi kavu na mienendo ya kijinsia ya eneo hili.",Education
I’m very happy to learn of the new women’s empowerment project and knowing that our group is among the groups selected to benefit from it.,Nimefurahiya sana kujifunza kuhusu mradi mpya wa kuwawezesha wanawake na kujua kwamba kikundi chetu ni miongoni mwa vikundi vilivyochaguliwa kunufaika nacho.,Disaster/Health
"As we use the savings and loan money to educate our girls, the girls will learn a lot in school to support our community.","Tunapotumia pesa za akiba na mkopo kusomesha wasichana wetu, wasichana watajifunza mengi shuleni kusaidia jamii yetu.",Education
"Almost halfway through the project, Acted Kenya continues to deliver tailored financial literacy training to women’s Self-Help Groups, each comprising about 30 to –40 members.","Takriban katikati ya mradi huu, Acted Kenya inaendelea kutoa mafunzo ya ujuzi wa kifedha kwa Vikundi vya Wanawake vya Kujisaidia, kila moja likijumuisha wanachama 30 hadi -40.",Disaster/Health
"Recognising that many participants were unable to continue their education beyond the basic level, the sessions combine foundational and intermediate financial management skills and are adapted to the women’s everyday priorities and economic realities.","Kwa kutambua kwamba washiriki wengi hawakuweza kuendelea na elimu yao zaidi ya kiwango cha msingi, vikao vinachanganya ujuzi wa msingi na wa kati wa usimamizi wa fedha na huchukuliwa kwa vipaumbele vya kila siku vya wanawake na hali halisi ya kiuchumi.",Education
"Alongside these trainings, the SHG members are participating in business development sessions designed to help them identify viable livelihood opportunities and strengthen their capacity to manage collective enterprises.","Kando na mafunzo haya, wanachama wa SHG wanashiriki katika vikao vya maendeleo ya biashara vilivyoundwa ili kuwasaidia kutambua fursa zinazowezekana za maisha na kuimarisha uwezo wao wa kusimamia biashara za pamoja.",Disaster/Health
"As a result of this process, each group develops a proposal for a group Income Generating Activity (IGA).","Kutokana na mchakato huu, kila kikundi kinatengeneza pendekezo la Shughuli ya Kuzalisha Mapato ya kikundi (IGA).",Disaster/Health
"Members contribute a portion of their savings toward the selected activity, while Acted provides matching support or the materials required, based on the needs outlined in the proposal.","Wanachama huchangia sehemu ya akiba zao kwa shughuli iliyochaguliwa, huku Acted inatoa usaidizi unaolingana au nyenzo zinazohitajika, kulingana na mahitaji yaliyoainishwa katika pendekezo.",Disaster/Health
"Through this approach, the project aims to strengthen women’s financial decision-making skills, encourage savings and investment practices, and support the development of sustainable income-generating opportunities.","Kupitia mbinu hii, mradi unalenga kuimarisha ujuzi wa wanawake wa kufanya maamuzi ya kifedha, kuhimiza mazoea ya kuweka akiba na uwekezaji, na kusaidia maendeleo ya fursa endelevu za kuzalisha mapato.",Disaster/Health
"To encourage community-wide ownership and create an enabling environment for women’s economic empowerment, young men and male relatives of SHG members participate in complementary livelihood skills training alongside the women’s groups.","Ili kuhimiza umiliki wa jamii nzima na kuweka mazingira wezeshi kwa uwezeshaji wa wanawake kiuchumi, vijana wa kiume na wa kiume wa wanachama wa SHG hushiriki katika mafunzo ya stadi za kujikimu kimaisha pamoja na vikundi vya wanawake.",Disaster/Health
"Training modules for the men include basic marketing strategies tailored to local markets; effective price negotiation techniques; customer engagement and relationship building; and, ethical and inclusive business practices.","Moduli za mafunzo kwa wanaume ni pamoja na mikakati ya kimsingi ya uuzaji iliyoundwa na masoko ya ndani; mbinu bora za mazungumzo ya bei; ushiriki wa wateja na kujenga uhusiano; na, maadili na mazoea ya biashara jumuishi.",Disaster/Health
"In the longer term, these group enterprises have the potential to increase household income, strengthen group cohesion, and contribute to greater economic resilience among participating women and their communities.","Kwa muda mrefu, biashara hizi za vikundi zina uwezo wa kuongeza mapato ya kaya, kuimarisha mshikamano wa vikundi, na kuchangia uthabiti mkubwa wa kiuchumi kati ya wanawake wanaoshiriki na jamii zao.",Disaster/Health
"From stronger savings practices to the development of group businesses, women in Turkana and West Pokot are gaining the skills, resources and confidence to improve their economic opportunities through the SHE-GROW Africa project, laying the foundation for more resilient households and communities.","Kuanzia mazoea madhubuti ya kuweka akiba hadi maendeleo ya biashara za vikundi, wanawake huko Turkana na Pokot Magharibi wanapata ujuzi, rasilimali na imani ya kuboresha fursa zao za kiuchumi kupitia mradi wa SHE-GROW Afrika, kuweka msingi kwa kaya na jumuiya zinazostahimili zaidi.",Disaster/Health
"However, moderate hunger and borderline food consumption persist, indicating continued food security challenges for some households.","Hata hivyo, njaa ya wastani na ulaji wa chakula wa mipakani unaendelea, jambo linaloashiria kuendelea kuwepo kwa changamoto za usalama wa chakula kwa baadhi ya kaya.",Disaster/Health
This is reflected in the rise in expenditure on debt repayment and the decline in food purchased on credit between baseline and endline.,Hii inaonekana katika kupanda kwa matumizi ya ulipaji wa deni na kupungua kwa chakula kilichonunuliwa kwa mkopo kati ya msingi na mwisho.,Disaster/Health
"Coupled with a reduction in the use of emergency coping strategies, these trends suggest that the assistance helped ease immediate financial pressures and reduce reliance on negative coping.","Sambamba na kupunguzwa kwa utumiaji wa mikakati ya kukabiliana na hali ya dharura, mienendo hii inapendekeza kwamba usaidizi ulisaidia kupunguza shinikizo la haraka la kifedha na kupunguza utegemezi wa kukabiliana na hali mbaya.",Disaster/Health
"However, 32% of households still reported being unaware of available channels, highlighting the need for improved communication.","Hata hivyo, asilimia 32 ya kaya bado ziliripoti kutofahamu njia zinazopatikana, na hivyo kuonyesha hitaji la kuboreshwa kwa mawasiliano.",Disaster/Health
"Kenya and Rwanda have reached an important milestone in the fight against antimicrobial resistance (AMR), strengthening their ability to track where drug-resistant infections are emerging, and how they are spreading.","Kenya na Rwanda zimefikia hatua muhimu katika mapambano dhidi ya ukinzani wa viua vijidudu (AMR), kuimarisha uwezo wao wa kufuatilia ni wapi magonjwa sugu ya dawa yanajitokeza, na jinsi yanavyoenea.",Disaster/Health
"Through improvements to their surveillance systems, both countries are now generating more detailed information to guide treatment decisions, strengthen public health action and help protect the effectiveness of life-saving medicines.","Kupitia maboresho ya mifumo yao ya uchunguzi, nchi zote mbili sasa zinatoa maelezo ya kina zaidi ili kuongoza maamuzi ya matibabu, kuimarisha hatua za afya ya umma na kusaidia kulinda ufanisi wa dawa zinazookoa maisha.",Health
"AMR is making infections harder to treat, increasing the risk of disease spread, severe illness and death, while placing growing pressure on health systems worldwide.","AMR inafanya maambukizo kuwa magumu kutibu, na kuongeza hatari ya kuenea kwa magonjwa, ugonjwa mbaya na kifo, huku ikiweka shinikizo kubwa kwenye mifumo ya afya ulimwenguni.",Health
"Effective surveillance is essential for understanding where resistance is occurring, how it is evolving and what actions are needed to respond.","Ufuatiliaji unaofaa ni muhimu ili kuelewa ni wapi upinzani unatokea, jinsi unavyoendelea na ni hatua gani zinahitajika ili kujibu.",Disaster/Health
A key part of this progress has been the transition to individual-level reporting through the WHO Global Antimicrobial Resistance and Use Surveillance System (GLASS).,Sehemu muhimu ya maendeleo haya imekuwa mpito kwa kuripoti kwa kiwango cha mtu binafsi kupitia Mfumo wa Ufuatiliaji wa Kimataifa wa Kupambana na Viini na Utumiaji wa WHO (GLASS).,Disaster/Health
"This allows countries to collect and analyse more detailed information on resistance trends, helping health authorities make better-informed decisions on treatment, prevention and antimicrobial stewardship.","Hili huruhusu nchi kukusanya na kuchambua maelezo ya kina zaidi kuhusu mienendo ya ukinzani, kusaidia mamlaka za afya kufanya maamuzi yenye ufahamu zaidi kuhusu matibabu, uzuiaji na usimamizi wa antimicrobial.",Health
